VGS,VBS,ID1(170802???),ID2(170802 ???)
-2.71,0,-0.000048639,-0.000048693
-2.7,0,-0.000048446,-0.000048446
-2.69,0,-0.000048191,-0.000048231
-2.68,0,-0.00004798,-0.000048031
-2.67,0,-0.000047778,-0.000047786
-2.66,0,-0.00004754,-0.000047571
-2.65,0,-0.000047332,-0.000047357
-2.64,0,-0.000047109,-0.000047154
-2.63,0,-0.000046883,-0.00004687
-2.62,0,-0.000046635,-0.000046684
-2.61,0,-0.000046431,-0.000046474
-2.6,0,-0.000046203,-0.000046225
-2.59,0,-0.000045975,-0.000045997
-2.58,0,-0.000045734,-0.000045771
-2.57,0,-0.00004551,-0.000045553
-2.56,0,-0.000045283,-0.000045284
-2.55,0,-0.000045042,-0.000045081
-2.54,0,-0.000044847,-0.000044875
-2.53,0,-0.00004461,-0.000044606
-2.52,0,-0.000044371,-0.000044387
-2.51,0,-0.000044112,-0.000044122
-2.5,0,-0.00004388,-0.000043927
-2.49,0,-0.000043676,-0.000043654
-2.48,0,-0.000043391,-0.00004346
-2.47,0,-0.000043188,-0.000043202
-2.46,0,-0.000042966,-0.000042981
-2.45,0,-0.000042711,-0.000042728
-2.44,0,-0.000042449,-0.00004249
-2.43,0,-0.000042217,-0.000042248
-2.42,0,-0.000041988,-0.000041974
-2.41,0,-0.000041726,-0.000041784
-2.4,0,-0.000041502,-0.00004154
-2.39,0,-0.000041275,-0.000041278
-2.38,0,-0.000040996,-0.000041025
-2.37,0,-0.000040753,-0.000040787
-2.36,0,-0.000040522,-0.00004055
-2.35,0,-0.000040287,-0.000040271
-2.34,0,-0.000040031,-0.00004006
-2.33,0,-0.00003976,-0.000039798
-2.32,0,-0.000039521,-0.000039545
-2.31,0,-0.000039283,-0.000039272
-2.3,0,-0.000039017,-0.000039061
-2.29,0,-0.00003878,-0.000038822
-2.28,0,-0.000038517,-0.000038523
-2.27,0,-0.000038253,-0.000038282
-2.26,0,-0.000037998,-0.000038039
-2.25,0,-0.000037748,-0.000037798
-2.24,0,-0.000037523,-0.000037507
-2.23,0,-0.000037224,-0.00003727
-2.22,0,-0.000036996,-0.00003702
-2.21,0,-0.000036744,-0.000036742
-2.2,0,-0.000036463,-0.000036471
-2.19,0,-0.000036199,-0.000036222
-2.18,0,-0.000035927,-0.00003596
-2.17,0,-0.000035678,-0.000035686
-2.16,0,-0.000035393,-0.000035437
-2.15,0,-0.00003516,-0.000035176
-2.14,0,-0.000034904,-0.000034907
-2.13,0,-0.000034629,-0.00003464
-2.12,0,-0.000034332,-0.000034348
-2.11,0,-0.000034082,-0.000034104
-2.1,0,-0.000033813,-0.000033825
-2.09,0,-0.000033529,-0.000033566
-2.08,0,-0.00003327,-0.000033299
-2.07,0,-0.000032991,-0.000033003
-2.06,0,-0.000032725,-0.000032713
-2.05,0,-0.000032422,-0.000032458
-2.04,0,-0.000032177,-0.000032203
-2.03,0,-0.000031916,-0.000031901
-2.02,0,-0.000031595,-0.000031619
-2.01,0,-0.000031324,-0.000031343
-2,0,-0.00003106,-0.000031067
-1.99,0,-0.000030787,-0.000030774
-1.98,0,-0.000030488,-0.000030516
-1.97,0,-0.000030199,-0.000030226
-1.96,0,-0.000029931,-0.000029915
-1.95,0,-0.000029621,-0.000029652
-1.94,0,-0.000029348,-0.000029374
-1.93,0,-0.000029064,-0.000029095
-1.92,0,-0.000028775,-0.000028761
-1.91,0,-0.000028461,-0.000028491
-1.9,0,-0.0000282,-0.000028218
-1.89,0,-0.000027917,-0.000027899
-1.88,0,-0.000027617,-0.000027614
-1.87,0,-0.000027295,-0.000027313
-1.86,0,-0.000027023,-0.000027039
-1.85,0,-0.000026731,-0.000026718
-1.84,0,-0.000026409,-0.000026447
-1.83,0,-0.000026138,-0.000026156
-1.82,0,-0.000025823,-0.000025822
-1.81,0,-0.000025521,-0.000025524
-1.8,0,-0.000025207,-0.000025239
-1.79,0,-0.000024922,-0.000024947
-1.78,0,-0.000024628,-0.000024622
-1.77,0,-0.000024282,-0.000024316
-1.76,0,-0.000024002,-0.000024026
-1.75,0,-0.000023711,-0.000023708
-1.74,0,-0.000023387,-0.000023394
-1.73,0,-0.000023074,-0.000023103
-1.72,0,-0.000022759,-0.000022781
-1.71,0,-0.000022466,-0.000022447
-1.7,0,-0.000022127,-0.000022146
-1.69,0,-0.000021831,-0.00002185
-1.68,0,-0.000021529,-0.000021532
-1.67,0,-0.00002119,-0.000021182
-1.66,0,-0.000020862,-0.000020889
-1.65,0,-0.000020568,-0.000020586
-1.64,0,-0.00002026,-0.000020235
-1.63,0,-0.000019921,-0.000019931
-1.62,0,-0.000019608,-0.000019635
-1.61,0,-0.000019284,-0.000019288
-1.6,0,-0.000018968,-0.000018943
-1.59,0,-0.00001863,-0.000018651
-1.58,0,-0.000018322,-0.000018334
-1.57,0,-0.00001801,-0.000017993
-1.56,0,-0.000017644,-0.000017656
-1.55,0,-0.000017319,-0.000017347
-1.54,0,-0.000017006,-0.000017023
-1.53,0,-0.000016695,-0.000016675
-1.52,0,-0.000016348,-0.000016372
-1.51,0,-0.000016007,-0.000016036
-1.5,0,-0.000015696,-0.000015682
-1.49,0,-0.000015356,-0.000015355
-1.48,0,-0.000015019,-0.000015044
-1.47,0,-0.000014712,-0.000014724
-1.46,0,-0.000014365,-0.000014348
-1.45,0,-0.000014021,-0.00001404
-1.44,0,-0.000013701,-0.000013714
-1.43,0,-0.000013384,-0.000013363
-1.42,0,-0.000013044,-0.000013039
-1.41,0,-0.000012677,-0.000012706
-1.4,0,-0.000012368,-0.000012379
-1.39,0,-0.000012052,-0.000012021
-1.38,0,-0.000011692,-0.000011711
-1.37,0,-0.000011377,-0.000011396
-1.36,0,-0.000011036,-0.000011032
-1.35,0,-0.000010706,-0.000010695
-1.34,0,-0.000010363,-0.000010381
-1.33,0,-0.000010055,-0.000010062
-1.32,0,-0.0000097135,-0.0000097324
-1.31,0,-0.0000093815,-0.0000093917
-1.3,0,-0.0000090722,-0.000009042
-1.29,0,-0.000008723,-0.0000087395
-1.28,0,-0.000008416,-0.0000084382
-1.27,0,-0.0000081149,-0.0000080907
-1.26,0,-0.0000077559,-0.0000077637
-1.25,0,-0.0000074432,-0.0000074649
-1.24,0,-0.0000071534,-0.0000071318
-1.23,0,-0.00000683,-0.0000068244
-1.22,0,-0.000006518,-0.0000065401
-1.21,0,-0.0000062109,-0.0000061984
-1.2,0,-0.0000059085,-0.0000058926
-1.19,0,-0.0000055934,-0.000005618
-1.18,0,-0.0000053256,-0.0000053269
-1.17,0,-0.0000050457,-0.0000050211
-1.16,0,-0.0000047202,-0.0000047413
-1.15,0,-0.0000044667,-0.0000044701
-1.14,0,-0.0000042079,-0.0000041778
-1.13,0,-0.000003916,-0.0000039331
-1.12,0,-0.0000036745,-0.0000036862
-1.11,0,-0.0000034401,-0.0000034098
-1.1,0,-0.0000031522,-0.0000031634
-1.09,0,-0.0000029246,-0.0000029462
-1.08,0,-0.0000027209,-0.0000026958
-1.07,0,-0.0000024825,-0.0000024849
-1.06,0,-0.0000022731,-0.0000022962
-1.05,0,-0.0000020821,-0.0000020626
-1.04,0,-0.0000018796,-0.0000018719
-1.03,0,-0.00000169,-0.0000017149
-1.02,0,-0.0000015449,-0.0000015324
-1.01,0,-0.0000013809,-0.000001362
-1,0,-0.0000011996,-0.0000012255
-0.99,0,-0.0000010858,-0.0000011954
-0.98,0,-0.00000095438,-0.00000096977
-0.97,0,-0.00000085398,-0.00000082686
-0.96,0,-0.00000072424,-0.00000072197
-0.95,0,-0.00000061424,-0.00000063904
-0.94,0,-0.00000054936,-0.00000054732
-0.93,0,-0.00000047462,-0.00000045429
-0.92,0,-0.00000037908,-0.00000039254
-0.91,0,-0.00000032807,-0.00000034896
-0.9,0,-0.00000029024,-0.00000027046
-0.89,0,-0.00000023104,-0.00000021736
-0.88,0,-0.00000017462,-0.00000019809
-0.87,0,-0.0000001615,-0.00000016778
-0.86,0,-0.00000014557,-0.00000011648
-0.85,0,-0.000000103009,-0.00000009406
-0.84,0,-0.00000009952,-0.000000076942
-0.83,0,-0.000000055299,-0.000000056407
-0.82,0,-0.000000047777,-0.000000065297
-0.81,0,-0.000000058662,-0.000000042824
-0.8,0,-0.000000025088,-0.000000018814
-0.79,0,-0.000000017052,-0.000000034228
-0.78,0,-0.000000034364,-0.000000025958
-0.77,0,-0.000000012865,-0.000000020014
-0.76,0,-0.00000002148,-0.000000024524
-0.75,0,-0.00000001561,-0.000000016287
-0.74,0,0.000000004232,-0.000000014924
-0.73,0,-0.000000017893,0.000000006662
-0.72,0,-0.000000005689,-0.000000018921
-0.71,0,0.000000011897,0.000000007768
-0.7,0,-0.000000016754,-0.000000018042
-0.690000000000001,0,0.000000015218,0.000000014754
-0.68,0,-0.000000016924,-0.000000015671
-0.67,0,0.000000014587,0.000000014558
-0.66,0,-0.000000017319,-0.000000016308
-0.65,0,0.000000014285,0.000000015986
-0.64,0,-0.000000016936,-0.000000015944
-0.63,0,0.000000015395,0.000000015106
-0.62,0,-0.000000016275,-0.000000015381
-0.61,0,0.000000015054,0.000000016268
-0.6,0,-0.000000016505,-0.000000015537
-0.59,0,0.000000015448,0.000000015171
-0.58,0,-0.000000015527,-0.000000014791
-0.57,0,0.000000016373,0.000000016087
-0.56,0,-0.000000016457,-0.000000015514
-0.55,0,0.000000014926,0.000000014828
-0.54,0,-0.00000001642,-0.000000015461
-0.53,0,0.000000015748,0.000000015588
-0.52,0,-0.000000015969,-0.000000015302
-0.51,0,0.000000016923,0.000000016666
-0.5,0,-0.000000016311,-0.000000015394
-0.49,0,0.000000015561,0.000000015406
-0.48,0,-0.000000015419,-0.000000014894
-0.47,0,0.00000001648,0.000000016295
-0.46,0,-0.000000016373,-0.000000015418
-0.45,0,0.00000001501,0.000000015161
-0.44,0,-0.00000001643,-0.000000015486
-0.43,0,0.000000015841,0.000000015753
-0.42,0,-0.000000016005,-0.000000015416
-0.41,0,0.000000017039,0.000000014118
-0.4,0,-0.000000016332,-0.000000015373
-0.39,0,0.000000015603,0.000000015332
-0.38,0,-0.000000015442,-0.000000014829
-0.37,0,0.000000016497,0.000000016171
-0.36,0,-0.000000016447,-0.00000001546
-0.35,0,0.000000014954,0.000000015026
-0.34,0,-0.000000016415,-0.000000015503
-0.33,0,0.000000015813,0.000000015651
-0.32,0,-0.000000015994,-0.000000015346
-0.31,0,0.000000016971,0.000000014008
-0.3,0,-0.00000001633,-0.000000015435
-0.29,0,0.000000015531,0.000000015295
-0.28,0,-0.000000015433,-0.000000014696
-0.27,0,0.000000016469,0.000000016134
-0.26,0,-0.000000016423,-0.000000015539
-0.25,0,0.000000014924,0.000000014888
-0.24,0,-0.000000016445,-0.000000015478
-0.23,0,0.000000015854,0.000000015598
-0.22,0,-0.000000016018,-0.000000015315
-0.21,0,0.000000016962,0.000000016588
-0.2,0,-0.000000016289,-0.000000015428
-0.19,0,0.000000015546,0.000000015388
-0.18,0,-0.000000015437,-0.00000001492
-0.17,0,0.000000016488,0.000000016312
-0.16,0,-0.000000016408,-0.000000015458
-0.15,0,0.000000014994,0.000000015101
-0.14,0,-0.00000001643,-0.000000015489
-0.13,0,0.000000015814,0.000000015687
-0.12,0,-0.000000015969,-0.000000015461
-0.11,0,0.000000016934,0.000000014076
-0.0999999999999996,0,-0.000000016359,-0.000000015395
-0.0899999999999999,0,0.000000015499,0.000000015357
-0.0800000000000001,0,-0.000000015467,-0.000000014789
-0.0700000000000003,0,0.000000016544,0.000000016215
-0.0599999999999996,0,-0.000000016399,-0.000000015445
-0.0499999999999998,0,0.000000015028,0.000000014976
-0.04,0,-0.000000016433,-0.00000001552
-0.0300000000000002,0,0.000000015843,0.000000015596
-0.0199999999999996,0,-0.000000016018,-0.000000015377
-0.00999999999999979,0,0.000000017022,0.000000016647
0,0,-0.000000016358,-0.00000001543
-5,0.5,-0.000082985,-0.000083097
-4.99,0.5,-0.000082917,-0.000083015
-4.98,0.5,-0.000082747,-0.000082835
-4.97,0.5,-0.000082646,-0.000082716
-4.96,0.5,-0.000082483,-0.000082591
-4.95,0.5,-0.000082376,-0.000082454
-4.94,0.5,-0.000082275,-0.00008236
-4.93,0.5,-0.000082117,-0.000082183
-4.92,0.5,-0.000082034,-0.000082076
-4.91,0.5,-0.000081875,-0.000081942
-4.9,0.5,-0.000081763,-0.000081857
-4.89,0.5,-0.000081617,-0.000081698
-4.88,0.5,-0.000081537,-0.0000816
-4.87,0.5,-0.0000814,-0.000081452
-4.86,0.5,-0.000081265,-0.000081352
-4.85,0.5,-0.000081109,-0.000081161
-4.84,0.5,-0.000080993,-0.000081056
-4.83,0.5,-0.000080869,-0.000080933
-4.82,0.5,-0.00008072,-0.000080766
-4.81,0.5,-0.00008062,-0.000080648
-4.8,0.5,-0.00008048,-0.000080549
-4.79,0.5,-0.000080358,-0.00008041
-4.78,0.5,-0.000080175,-0.000080254
-4.77,0.5,-0.000080083,-0.000080137
-4.76,0.5,-0.000079957,-0.000080005
-4.75,0.5,-0.000079798,-0.00007988
-4.74,0.5,-0.000079676,-0.000079775
-4.73,0.5,-0.000079517,-0.000079635
-4.72,0.5,-0.000079446,-0.000079524
-4.71,0.5,-0.000079264,-0.000079339
-4.7,0.5,-0.000079183,-0.000079241
-4.69,0.5,-0.000079018,-0.000079109
-4.68,0.5,-0.000078935,-0.000078989
-4.67,0.5,-0.000078727,-0.000078818
-4.66,0.5,-0.000078614,-0.000078693
-4.65,0.5,-0.000078514,-0.000078578
-4.64,0.5,-0.000078326,-0.000078396
-4.63,0.5,-0.000078217,-0.000078311
-4.62,0.5,-0.0000781,-0.000078136
-4.61,0.5,-0.000077962,-0.000078054
-4.6,0.5,-0.00007781,-0.000077872
-4.59,0.5,-0.000077695,-0.000077784
-4.58,0.5,-0.000077573,-0.000077607
-4.57,0.5,-0.000077431,-0.000077458
-4.56,0.5,-0.00007727,-0.000077311
-4.55,0.5,-0.000077123,-0.000077186
-4.54,0.5,-0.000077012,-0.000077083
-4.53,0.5,-0.000076843,-0.000076903
-4.52,0.5,-0.000076739,-0.000076803
-4.51,0.5,-0.000076551,-0.000076647
-4.5,0.5,-0.000076442,-0.000076517
-4.49,0.5,-0.000076287,-0.000076367
-4.48,0.5,-0.000076164,-0.00007619
-4.47,0.5,-0.000076036,-0.000076103
-4.46,0.5,-0.000075833,-0.000075921
-4.45,0.5,-0.00007573,-0.000075816
-4.44,0.5,-0.000075594,-0.000075648
-4.43,0.5,-0.00007549,-0.00007555
-4.42,0.5,-0.00007531,-0.000075372
-4.41,0.5,-0.000075193,-0.000075224
-4.4,0.5,-0.000075049,-0.000075112
-4.39,0.5,-0.000074919,-0.000074954
-4.38,0.5,-0.000074735,-0.000074834
-4.37,0.5,-0.000074605,-0.00007465
-4.36,0.5,-0.000074484,-0.000074522
-4.35,0.5,-0.000074311,-0.000074388
-4.34,0.5,-0.000074209,-0.000074258
-4.33,0.5,-0.000074038,-0.000074107
-4.32,0.5,-0.00007389,-0.000073964
-4.31,0.5,-0.000073716,-0.000073793
-4.3,0.5,-0.0000736,-0.00007363
-4.29,0.5,-0.000073457,-0.000073508
-4.28,0.5,-0.000073299,-0.000073354
-4.27,0.5,-0.000073149,-0.000073231
-4.26,0.5,-0.000073012,-0.00007309
-4.25,0.5,-0.000072863,-0.00007293
-4.24,0.5,-0.000072693,-0.000072754
-4.23,0.5,-0.000072584,-0.000072614
-4.22,0.5,-0.000072409,-0.000072456
-4.21,0.5,-0.000072242,-0.000072298
-4.2,0.5,-0.000072119,-0.000072213
-4.19,0.5,-0.000071961,-0.000072025
-4.18,0.5,-0.000071845,-0.000071901
-4.17,0.5,-0.000071682,-0.000071713
-4.16,0.5,-0.000071539,-0.000071562
-4.15,0.5,-0.000071373,-0.000071432
-4.14,0.5,-0.000071206,-0.000071253
-4.13,0.5,-0.000071052,-0.000071143
-4.12,0.5,-0.000070933,-0.000070974
-4.11,0.5,-0.000070787,-0.000070822
-4.1,0.5,-0.000070576,-0.00007067
-4.09,0.5,-0.000070477,-0.000070513
-4.08,0.5,-0.000070334,-0.000070382
-4.07,0.5,-0.000070171,-0.000070209
-4.06,0.5,-0.000069975,-0.000070039
-4.05,0.5,-0.000069836,-0.000069912
-4.04,0.5,-0.000069698,-0.000069773
-4.03,0.5,-0.000069537,-0.000069566
-4.02,0.5,-0.000069405,-0.000069476
-4.01,0.5,-0.000069242,-0.000069286
-4,0.5,-0.000069079,-0.000069101
-3.99,0.5,-0.000068909,-0.000068956
-3.98,0.5,-0.000068744,-0.000068792
-3.97,0.5,-0.000068619,-0.000068656
-3.96,0.5,-0.000068436,-0.000068479
-3.95,0.5,-0.000068314,-0.000068375
-3.94,0.5,-0.000068124,-0.000068185
-3.93,0.5,-0.000067975,-0.000068025
-3.92,0.5,-0.000067798,-0.000067858
-3.91,0.5,-0.000067643,-0.000067673
-3.9,0.5,-0.000067492,-0.000067553
-3.89,0.5,-0.000067293,-0.000067347
-3.88,0.5,-0.000067181,-0.000067226
-3.87,0.5,-0.000067014,-0.000067082
-3.86,0.5,-0.000066841,-0.000066896
-3.85,0.5,-0.000066663,-0.000066711
-3.84,0.5,-0.000066505,-0.000066551
-3.83,0.5,-0.000066377,-0.000066414
-3.82,0.5,-0.00006617,-0.000066231
-3.81,0.5,-0.00006601,-0.000066082
-3.8,0.5,-0.000065884,-0.000065909
-3.79,0.5,-0.000065694,-0.000065758
-3.78,0.5,-0.000065532,-0.000065575
-3.77,0.5,-0.000065373,-0.000065421
-3.76,0.5,-0.000065204,-0.000065257
-3.75,0.5,-0.000065015,-0.000065082
-3.74,0.5,-0.000064871,-0.000064954
-3.73,0.5,-0.0000647,-0.000064778
-3.72,0.5,-0.000064533,-0.000064592
-3.71,0.5,-0.000064362,-0.000064408
-3.7,0.5,-0.000064213,-0.00006425
-3.69,0.5,-0.000064047,-0.000064105
-3.68,0.5,-0.00006385,-0.000063896
-3.67,0.5,-0.000063685,-0.000063775
-3.66,0.5,-0.000063508,-0.000063603
-3.65,0.5,-0.000063347,-0.000063408
-3.64,0.5,-0.000063168,-0.000063235
-3.63,0.5,-0.000063049,-0.000063052
-3.62,0.5,-0.000062854,-0.000062912
